classifier,dataset,interpolation,batch_size,threshold,acc_base,acc_zero_tp,change_zero_tp,acc_inve_tp,change_inve_tp
MLP,Earthquakes,linear,114,90,1.0,0.7530674846625767,0.24693251533742333,0.7377300613496932,0.2622699386503068
MLP,Earthquakes,fourier,120,90,1.0,0.7553846153846154,0.24461538461538457,0.7415384615384616,0.2584615384615384
MLP,Earthquakes,linear,120,90,1.0,0.7554179566563467,0.2445820433436533,0.7507739938080495,0.24922600619195046
MLP,Earthquakes,fourier,126,90,1.0,0.7877280265339967,0.21227197346600335,0.7844112769485904,0.21558872305140964
MLP,Earthquakes,linear,126,90,1.0,0.7806451612903226,0.21935483870967742,0.7677419354838709,0.23225806451612907
MLP,Earthquakes,fourier,12,90,1.0,0.8897882938978829,0.11021170610211706,0.912826899128269,0.08717310087173102
MLP,Earthquakes,linear,12,90,1.0,0.9049549549549549,0.09504504504504507,0.918018018018018,0.08198198198198203
MLP,Earthquakes,fourier,18,90,1.0,0.8939929328621908,0.10600706713780916,0.907243816254417,0.09275618374558303
MLP,Earthquakes,linear,18,90,1.0,0.8825966850828729,0.11740331491712708,0.8970994475138122,0.10290055248618779
MLP,Earthquakes,fourier,24,90,1.0,0.8696939782823297,0.13030602171767025,0.8963474827245804,0.10365251727541958
MLP,Earthquakes,linear,24,90,1.0,0.8809148264984227,0.11908517350157732,0.9053627760252366,0.09463722397476337
MLP,Earthquakes,fourier,30,90,1.0,0.8880597014925373,0.11194029850746268,0.9095149253731343,0.09048507462686572
MLP,Earthquakes,linear,30,90,1.0,0.8667820069204152,0.13321799307958482,0.8918685121107266,0.1081314878892734
MLP,Earthquakes,fourier,36,90,1.0,0.871244635193133,0.128755364806867,0.8884120171673819,0.11158798283261806
MLP,Earthquakes,linear,36,90,1.0,0.8746846089150546,0.12531539108494538,0.8847771236333053,0.1152228763666947
MLP,Earthquakes,fourier,42,90,1.0,0.8718428437792329,0.12815715622076707,0.882132834424696,0.11786716557530397
MLP,Earthquakes,linear,42,90,1.0,0.8819320214669052,0.11806797853309481,0.889087656529517,0.11091234347048295
MLP,Earthquakes,fourier,48,90,1.0,0.8367528991971455,0.16324710080285454,0.8572702943800179,0.1427297056199821
MLP,Earthquakes,linear,48,90,1.0,0.8442844284428442,0.15571557155715576,0.8631863186318632,0.13681368136813676
MLP,Earthquakes,fourier,54,90,1.0,0.8443579766536965,0.1556420233463035,0.8647859922178989,0.13521400778210113
MLP,Earthquakes,linear,54,90,1.0,0.8502369668246446,0.14976303317535544,0.8635071090047394,0.13649289099526063
MLP,Earthquakes,fourier,60,90,1.0,0.8210422812192724,0.17895771878072764,0.8289085545722714,0.17109144542772858
MLP,Earthquakes,linear,60,90,1.0,0.8290258449304175,0.17097415506958247,0.8439363817097415,0.1560636182902585
MLP,Earthquakes,fourier,66,90,1.0,0.8111814345991561,0.18881856540084385,0.8154008438818565,0.18459915611814348
MLP,Earthquakes,linear,66,90,1.0,0.8121019108280255,0.18789808917197448,0.8174097664543525,0.18259023354564752
MLP,Earthquakes,fourier,6,90,1.0,0.9022721051190802,0.09772789488091982,0.913495756912127,0.08650424308787297
MLP,Earthquakes,linear,6,90,1.0,0.8985330073349633,0.10146699266503667,0.9036674816625917,0.0963325183374083
MLP,Earthquakes,fourier,72,90,1.0,0.8331388564760793,0.16686114352392067,0.8284714119019837,0.1715285880980163
MLP,Earthquakes,linear,72,90,1.0,0.8154362416107382,0.18456375838926176,0.8243847874720358,0.1756152125279642
MLP,Earthquakes,fourier,78,90,1.0,0.8035502958579882,0.1964497041420118,0.7964497041420119,0.20355029585798812
MLP,Earthquakes,linear,78,90,1.0,0.8040141676505312,0.19598583234946876,0.7969303423848878,0.2030696576151122
MLP,Earthquakes,fourier,84,90,1.0,0.8024844720496894,0.19751552795031058,0.8074534161490683,0.1925465838509317
MLP,Earthquakes,linear,84,90,1.0,0.8131868131868132,0.18681318681318682,0.8144078144078144,0.1855921855921856
