classifier,dataset,perturbation,distance_metric,patch_size,threshold,acc_base,acc_zero_tp,change_zero_tp,acc_inve_tp,change_inve_tp
ResNet,OSULeaf,mean,euclidean,40,90,1.0,0.8862973760932945,0.11370262390670549,0.6239067055393586,0.37609329446064144
ResNet,OSULeaf,zero,dtw,40,90,1.0,0.8797653958944281,0.12023460410557185,0.6363636363636364,0.36363636363636365
ResNet,OSULeaf,zero,euclidean,40,90,1.0,0.8888888888888888,0.11111111111111116,0.6186186186186187,0.38138138138138133
ResNet,OSULeaf,mean,dtw,45,90,1.0,0.9022346368715084,0.0977653631284916,0.6871508379888268,0.3128491620111732
ResNet,OSULeaf,mean,euclidean,45,90,1.0,0.9014084507042254,0.09859154929577463,0.6816901408450704,0.3183098591549296
ResNet,OSULeaf,zero,dtw,45,90,1.0,0.895774647887324,0.10422535211267603,0.6816901408450704,0.3183098591549296
ResNet,OSULeaf,zero,euclidean,45,90,1.0,0.8945868945868946,0.10541310541310545,0.6866096866096866,0.3133903133903134
ResNet,OSULeaf,mean,dtw,50,90,1.0,0.8867403314917127,0.11325966850828728,0.6325966850828729,0.3674033149171271
ResNet,OSULeaf,mean,euclidean,50,90,1.0,0.8734939759036144,0.12650602409638556,0.5933734939759037,0.40662650602409633
ResNet,OSULeaf,zero,dtw,50,90,1.0,0.8905325443786982,0.10946745562130178,0.6301775147928994,0.3698224852071006
ResNet,OSULeaf,zero,euclidean,50,90,1.0,0.8925619834710744,0.1074380165289256,0.6198347107438017,0.3801652892561983
ResNet,OSULeaf,mean,dtw,55,90,1.0,0.8879551820728291,0.11204481792717091,0.7086834733893558,0.2913165266106442
ResNet,OSULeaf,mean,euclidean,55,90,1.0,0.8767123287671232,0.12328767123287676,0.6794520547945205,0.32054794520547947
ResNet,OSULeaf,zero,dtw,55,90,1.0,0.8704225352112676,0.12957746478873244,0.6704225352112676,0.3295774647887324
ResNet,OSULeaf,zero,euclidean,55,90,1.0,0.8864864864864865,0.11351351351351346,0.7081081081081081,0.2918918918918919
ResNet,OSULeaf,mean,dtw,5,90,1.0,0.9777158774373259,0.02228412256267409,0.7520891364902507,0.24791086350974934
ResNet,OSULeaf,mean,euclidean,5,90,1.0,0.976,0.02400000000000002,0.7333333333333333,0.2666666666666667
ResNet,OSULeaf,zero,dtw,5,90,1.0,0.9742857142857143,0.02571428571428569,0.7228571428571429,0.27714285714285714
ResNet,OSULeaf,zero,euclidean,5,90,1.0,0.9715762273901809,0.028423772609819098,0.7131782945736435,0.28682170542635654
ResNet,OSULeaf,mean,dtw,60,90,1.0,0.930939226519337,0.06906077348066297,0.7624309392265194,0.2375690607734806
ResNet,OSULeaf,mean,euclidean,60,90,1.0,0.9222222222222223,0.07777777777777772,0.7638888888888888,0.23611111111111116
ResNet,OSULeaf,zero,dtw,60,90,1.0,0.923943661971831,0.07605633802816902,0.7661971830985915,0.23380281690140847
ResNet,OSULeaf,zero,euclidean,60,90,1.0,0.9106145251396648,0.08938547486033521,0.7458100558659218,0.25418994413407825
ResNet,OSULeaf,mean,dtw,65,90,1.0,0.8849557522123894,0.11504424778761058,0.7020648967551623,0.29793510324483774
ResNet,OSULeaf,mean,euclidean,65,90,1.0,0.8920454545454546,0.10795454545454541,0.7102272727272727,0.2897727272727273
ResNet,OSULeaf,zero,dtw,65,90,1.0,0.8956521739130435,0.10434782608695647,0.7101449275362319,0.28985507246376807
ResNet,OSULeaf,zero,euclidean,65,90,1.0,0.8908554572271387,0.10914454277286134,0.6932153392330384,0.30678466076696165
ResNet,OSULeaf,mean,dtw,70,90,1.0,0.9295774647887324,0.07042253521126762,0.8056338028169014,0.19436619718309855
ResNet,OSULeaf,zero,dtw,70,90,1.0,0.9142857142857143,0.08571428571428574,0.7828571428571428,0.2171428571428572
ResNet,OSULeaf,zero,euclidean,70,90,1.0,0.9027777777777778,0.09722222222222221,0.7694444444444445,0.2305555555555555
ResNet,OSULeaf,mean,dtw,75,90,1.0,0.8806818181818182,0.11931818181818177,0.7130681818181818,0.28693181818181823
ResNet,OSULeaf,zero,dtw,75,90,1.0,0.8746355685131195,0.12536443148688048,0.7201166180758017,0.27988338192419826
ResNet,OSULeaf,zero,euclidean,75,90,1.0,0.8885630498533724,0.11143695014662758,0.7155425219941349,0.28445747800586507
ResNet,OSULeaf,mean,dtw,80,90,1.0,0.8832335329341318,0.11676646706586824,0.7095808383233533,0.2904191616766467
ResNet,OSULeaf,zero,dtw,80,90,1.0,0.8904899135446686,0.10951008645533145,0.7118155619596542,0.28818443804034577
ResNet,OSULeaf,zero,euclidean,80,90,1.0,0.8826979472140762,0.11730205278592376,0.7067448680351907,0.29325513196480935
ResNet,OSULeaf,mean,dtw,85,90,1.0,0.9056047197640118,0.0943952802359882,0.7581120943952803,0.24188790560471973
ResNet,OSULeaf,zero,dtw,85,90,1.0,0.911504424778761,0.08849557522123896,0.7610619469026548,0.23893805309734517
ResNet,OSULeaf,zero,euclidean,85,90,1.0,0.9047619047619048,0.09523809523809523,0.7619047619047619,0.23809523809523814
ResNet,OSULeaf,mean,dtw,90,90,1.0,0.863013698630137,0.136986301369863,0.7123287671232876,0.28767123287671237
ResNet,OSULeaf,zero,dtw,90,90,1.0,0.8603351955307262,0.13966480446927376,0.7067039106145251,0.2932960893854749
ResNet,OSULeaf,zero,euclidean,90,90,1.0,0.865546218487395,0.134453781512605,0.7086834733893558,0.2913165266106442
ResNet,OSULeaf,mean,dtw,95,90,1.0,0.8629032258064516,0.13709677419354838,0.739247311827957,0.260752688172043
ResNet,OSULeaf,zero,dtw,95,90,1.0,0.8689839572192514,0.13101604278074863,0.7433155080213903,0.25668449197860965
ResNet,OSULeaf,zero,euclidean,95,90,1.0,0.8641304347826086,0.13586956521739135,0.7336956521739131,0.2663043478260869
InceptionTime,BeetleFly,mean,dtw,102,90,1.0,0.6842105263157895,0.3157894736842105,0.47368421052631576,0.5263157894736843
InceptionTime,BeetleFly,mean,euclidean,102,90,1.0,0.7222222222222222,0.2777777777777778,0.4444444444444444,0.5555555555555556
InceptionTime,BeetleFly,zero,dtw,102,90,1.0,0.6842105263157895,0.3157894736842105,0.47368421052631576,0.5263157894736843
InceptionTime,BeetleFly,zero,euclidean,102,90,1.0,0.6666666666666666,0.33333333333333337,0.47619047619047616,0.5238095238095238
InceptionTime,BeetleFly,mean,dtw,108,90,1.0,0.75,0.25,0.45,0.55
InceptionTime,BeetleFly,mean,euclidean,108,90,1.0,0.7,0.30000000000000004,0.5,0.5
InceptionTime,BeetleFly,zero,dtw,108,90,1.0,0.75,0.25,0.45,0.55
InceptionTime,BeetleFly,zero,euclidean,108,90,1.0,0.7142857142857143,0.2857142857142857,0.47619047619047616,0.5238095238095238
InceptionTime,BeetleFly,mean,dtw,114,90,1.0,0.6363636363636364,0.36363636363636365,0.5,0.5
InceptionTime,BeetleFly,mean,euclidean,114,90,1.0,0.6666666666666666,0.33333333333333337,0.47619047619047616,0.5238095238095238
InceptionTime,BeetleFly,zero,dtw,114,90,1.0,0.6666666666666666,0.33333333333333337,0.47619047619047616,0.5238095238095238
InceptionTime,BeetleFly,zero,euclidean,114,90,1.0,0.6666666666666666,0.33333333333333337,0.47619047619047616,0.5238095238095238
InceptionTime,BeetleFly,mean,dtw,120,90,1.0,0.6190476190476191,0.38095238095238093,0.47619047619047616,0.5238095238095238
InceptionTime,BeetleFly,mean,euclidean,120,90,1.0,0.6666666666666666,0.33333333333333337,0.47619047619047616,0.5238095238095238
InceptionTime,BeetleFly,zero,dtw,120,90,1.0,0.6363636363636364,0.36363636363636365,0.5,0.5
InceptionTime,BeetleFly,zero,euclidean,120,90,1.0,0.6666666666666666,0.33333333333333337,0.47619047619047616,0.5238095238095238
InceptionTime,BeetleFly,mean,dtw,126,90,1.0,0.65,0.35,0.45,0.55
InceptionTime,BeetleFly,mean,euclidean,126,90,1.0,0.6190476190476191,0.38095238095238093,0.42857142857142855,0.5714285714285714
InceptionTime,BeetleFly,zero,dtw,126,90,1.0,0.6190476190476191,0.38095238095238093,0.47619047619047616,0.5238095238095238
InceptionTime,BeetleFly,zero,euclidean,126,90,1.0,0.65,0.35,0.45,0.55
InceptionTime,BeetleFly,mean,dtw,12,90,1.0,0.625,0.375,0.875,0.125
InceptionTime,BeetleFly,mean,euclidean,12,90,1.0,0.75,0.25,1.0,0.0
InceptionTime,BeetleFly,zero,dtw,12,90,1.0,0.5555555555555556,0.4444444444444444,0.8888888888888888,0.11111111111111116
InceptionTime,BeetleFly,zero,euclidean,12,90,1.0,1.0,0.0,1.0,0.0
InceptionTime,BeetleFly,mean,dtw,18,90,1.0,0.5,0.5,0.9,0.09999999999999998
InceptionTime,BeetleFly,mean,euclidean,18,90,1.0,0.5555555555555556,0.4444444444444444,0.8888888888888888,0.11111111111111116
InceptionTime,BeetleFly,zero,dtw,18,90,1.0,0.4166666666666667,0.5833333333333333,1.0,0.0
InceptionTime,BeetleFly,zero,euclidean,18,90,1.0,0.45454545454545453,0.5454545454545454,0.9090909090909091,0.09090909090909094
InceptionTime,BeetleFly,mean,dtw,24,90,1.0,0.6,0.4,0.9333333333333333,0.06666666666666665
InceptionTime,BeetleFly,mean,euclidean,24,90,1.0,0.5714285714285714,0.4285714285714286,0.9285714285714286,0.0714285714285714
InceptionTime,BeetleFly,zero,dtw,24,90,1.0,0.7222222222222222,0.2777777777777778,0.9444444444444444,0.05555555555555558
InceptionTime,BeetleFly,zero,euclidean,24,90,1.0,0.6428571428571429,0.3571428571428571,0.8571428571428571,0.1428571428571429
InceptionTime,BeetleFly,mean,dtw,30,90,1.0,0.625,0.375,0.9375,0.0625
InceptionTime,BeetleFly,mean,euclidean,30,90,1.0,0.6875,0.3125,0.9375,0.0625
InceptionTime,BeetleFly,zero,dtw,30,90,1.0,0.7777777777777778,0.2222222222222222,0.9444444444444444,0.05555555555555558
InceptionTime,BeetleFly,zero,euclidean,30,90,1.0,0.625,0.375,0.9375,0.0625
InceptionTime,BeetleFly,mean,dtw,36,90,1.0,0.7142857142857143,0.2857142857142857,1.0,0.0
InceptionTime,BeetleFly,mean,euclidean,36,90,1.0,0.65,0.35,1.0,0.0
InceptionTime,BeetleFly,zero,dtw,36,90,1.0,0.6842105263157895,0.3157894736842105,0.9473684210526315,0.052631578947368474
InceptionTime,BeetleFly,zero,euclidean,36,90,1.0,0.6,0.4,0.95,0.050000000000000044
InceptionTime,BeetleFly,mean,dtw,42,90,1.0,0.6842105263157895,0.3157894736842105,0.8421052631578947,0.1578947368421053
InceptionTime,BeetleFly,mean,euclidean,42,90,1.0,0.7391304347826086,0.26086956521739135,0.8260869565217391,0.17391304347826086
InceptionTime,BeetleFly,zero,dtw,42,90,1.0,0.7391304347826086,0.26086956521739135,0.8695652173913043,0.13043478260869568
InceptionTime,BeetleFly,zero,euclidean,42,90,1.0,0.7407407407407407,0.2592592592592593,0.8518518518518519,0.14814814814814814
InceptionTime,BeetleFly,mean,dtw,48,90,1.0,0.6,0.4,0.75,0.25
InceptionTime,BeetleFly,mean,euclidean,48,90,1.0,0.6842105263157895,0.3157894736842105,0.7894736842105263,0.21052631578947367
InceptionTime,BeetleFly,zero,dtw,48,90,1.0,0.6666666666666666,0.33333333333333337,0.7916666666666666,0.20833333333333337
InceptionTime,BeetleFly,zero,euclidean,48,90,1.0,0.6,0.4,0.75,0.25
InceptionTime,BeetleFly,mean,dtw,54,90,1.0,0.7142857142857143,0.2857142857142857,0.8095238095238095,0.19047619047619047
InceptionTime,BeetleFly,mean,euclidean,54,90,1.0,0.7142857142857143,0.2857142857142857,0.8095238095238095,0.19047619047619047
InceptionTime,BeetleFly,zero,dtw,54,90,1.0,0.6190476190476191,0.38095238095238093,0.8095238095238095,0.19047619047619047
InceptionTime,BeetleFly,zero,euclidean,54,90,1.0,0.7391304347826086,0.26086956521739135,0.8260869565217391,0.17391304347826086
InceptionTime,BeetleFly,mean,dtw,60,90,1.0,0.6190476190476191,0.38095238095238093,0.7619047619047619,0.23809523809523814
InceptionTime,BeetleFly,mean,euclidean,60,90,1.0,0.6521739130434783,0.34782608695652173,0.6956521739130435,0.30434782608695654
InceptionTime,BeetleFly,zero,dtw,60,90,1.0,0.5909090909090909,0.40909090909090906,0.7272727272727273,0.2727272727272727
InceptionTime,BeetleFly,zero,euclidean,60,90,1.0,0.5833333333333334,0.41666666666666663,0.75,0.25
InceptionTime,BeetleFly,mean,dtw,66,90,1.0,0.75,0.25,0.5833333333333334,0.41666666666666663
InceptionTime,BeetleFly,mean,euclidean,66,90,1.0,0.7692307692307693,0.23076923076923073,0.5769230769230769,0.42307692307692313
InceptionTime,BeetleFly,zero,dtw,66,90,1.0,0.76,0.24,0.56,0.43999999999999995
InceptionTime,BeetleFly,zero,euclidean,66,90,1.0,0.7142857142857143,0.2857142857142857,0.6190476190476191,0.38095238095238093
InceptionTime,BeetleFly,mean,dtw,6,90,1.0,1.0,0.0,1.0,0.0
InceptionTime,BeetleFly,mean,euclidean,6,90,1.0,0.75,0.25,0.75,0.25
InceptionTime,BeetleFly,zero,dtw,6,90,1.0,1.0,0.0,1.0,0.0
InceptionTime,BeetleFly,zero,euclidean,6,90,1.0,0.75,0.25,0.5,0.5
InceptionTime,BeetleFly,mean,dtw,72,90,1.0,0.7727272727272727,0.2272727272727273,0.5,0.5
InceptionTime,BeetleFly,mean,euclidean,72,90,1.0,0.782608695652174,0.21739130434782605,0.4782608695652174,0.5217391304347826
InceptionTime,BeetleFly,zero,dtw,72,90,1.0,0.8260869565217391,0.17391304347826086,0.4782608695652174,0.5217391304347826
InceptionTime,BeetleFly,zero,euclidean,72,90,1.0,0.8,0.19999999999999996,0.48,0.52
InceptionTime,BeetleFly,mean,dtw,78,90,1.0,0.6363636363636364,0.36363636363636365,0.45454545454545453,0.5454545454545454
InceptionTime,BeetleFly,mean,euclidean,78,90,1.0,0.64,0.36,0.48,0.52
InceptionTime,BeetleFly,zero,dtw,78,90,1.0,0.625,0.375,0.4583333333333333,0.5416666666666667
InceptionTime,BeetleFly,zero,euclidean,78,90,1.0,0.625,0.375,0.4583333333333333,0.5416666666666667
InceptionTime,BeetleFly,mean,dtw,84,90,1.0,0.8,0.19999999999999996,0.48,0.52
InceptionTime,BeetleFly,mean,euclidean,84,90,1.0,0.84,0.16000000000000003,0.44,0.56
InceptionTime,BeetleFly,zero,dtw,84,90,1.0,0.8148148148148148,0.18518518518518523,0.4444444444444444,0.5555555555555556
InceptionTime,BeetleFly,zero,euclidean,84,90,1.0,0.8,0.19999999999999996,0.48,0.52
InceptionTime,BeetleFly,mean,dtw,90,90,1.0,0.5789473684210527,0.42105263157894735,0.5789473684210527,0.42105263157894735
InceptionTime,BeetleFly,mean,euclidean,90,90,1.0,0.6,0.4,0.55,0.44999999999999996
InceptionTime,BeetleFly,zero,dtw,90,90,1.0,0.6,0.4,0.55,0.44999999999999996
InceptionTime,BeetleFly,zero,euclidean,90,90,1.0,0.5789473684210527,0.42105263157894735,0.5789473684210527,0.42105263157894735
InceptionTime,BeetleFly,mean,dtw,96,90,1.0,0.631578947368421,0.368421052631579,0.5263157894736842,0.4736842105263158
InceptionTime,BeetleFly,mean,euclidean,96,90,1.0,0.631578947368421,0.368421052631579,0.5263157894736842,0.4736842105263158
InceptionTime,BeetleFly,zero,dtw,96,90,1.0,0.65,0.35,0.55,0.44999999999999996
InceptionTime,BeetleFly,zero,euclidean,96,90,1.0,0.631578947368421,0.368421052631579,0.47368421052631576,0.5263157894736843
InceptionTime,Earthquakes,mean,dtw,102,90,1.0,0.5136986301369864,0.48630136986301364,0.8561643835616438,0.14383561643835618
InceptionTime,Earthquakes,mean,euclidean,102,90,1.0,0.5379310344827586,0.4620689655172414,0.8482758620689655,0.15172413793103445
InceptionTime,Earthquakes,zero,dtw,102,90,1.0,0.5068493150684932,0.4931506849315068,0.8493150684931506,0.15068493150684936
InceptionTime,Earthquakes,zero,euclidean,102,90,1.0,0.4931506849315068,0.5068493150684932,0.8561643835616438,0.14383561643835618
InceptionTime,Earthquakes,mean,dtw,108,90,1.0,0.41843971631205673,0.5815602836879432,0.8439716312056738,0.15602836879432624
InceptionTime,Earthquakes,zero,dtw,108,90,1.0,0.3958333333333333,0.6041666666666667,0.8333333333333334,0.16666666666666663
InceptionTime,Earthquakes,zero,euclidean,108,90,1.0,0.4014084507042254,0.5985915492957746,0.8380281690140845,0.1619718309859155
InceptionTime,Earthquakes,mean,dtw,114,90,1.0,0.4689655172413793,0.5310344827586206,0.8344827586206897,0.16551724137931034
InceptionTime,Earthquakes,zero,dtw,114,90,1.0,0.47586206896551725,0.5241379310344827,0.8482758620689655,0.15172413793103445
InceptionTime,Earthquakes,zero,euclidean,114,90,1.0,0.4827586206896552,0.5172413793103448,0.8413793103448276,0.1586206896551724
InceptionTime,Earthquakes,mean,dtw,120,90,1.0,0.4225352112676056,0.5774647887323944,0.852112676056338,0.147887323943662
InceptionTime,Earthquakes,zero,dtw,120,90,1.0,0.4295774647887324,0.5704225352112676,0.852112676056338,0.147887323943662
InceptionTime,Earthquakes,zero,euclidean,120,90,1.0,0.4172661870503597,0.5827338129496402,0.841726618705036,0.15827338129496404
InceptionTime,Earthquakes,mean,dtw,126,90,1.0,0.4965034965034965,0.5034965034965035,0.8181818181818182,0.18181818181818177
InceptionTime,Earthquakes,zero,dtw,126,90,1.0,0.4896551724137931,0.5103448275862069,0.8137931034482758,0.18620689655172418
InceptionTime,Earthquakes,zero,euclidean,126,90,1.0,0.496551724137931,0.503448275862069,0.8068965517241379,0.19310344827586212
InceptionTime,Earthquakes,mean,dtw,12,90,1.0,0.453416149068323,0.5465838509316769,0.7701863354037267,0.22981366459627328
InceptionTime,Earthquakes,mean,euclidean,12,90,1.0,0.4658385093167702,0.5341614906832298,0.7142857142857143,0.2857142857142857
InceptionTime,Earthquakes,zero,dtw,12,90,1.0,0.49101796407185627,0.5089820359281437,0.7724550898203593,0.22754491017964074
InceptionTime,Earthquakes,zero,euclidean,12,90,1.0,0.48427672955974843,0.5157232704402516,0.7421383647798742,0.25786163522012584
InceptionTime,Earthquakes,mean,dtw,18,90,1.0,0.46285714285714286,0.5371428571428571,0.76,0.24
InceptionTime,Earthquakes,mean,euclidean,18,90,1.0,0.44375,0.55625,0.7625,0.23750000000000004
InceptionTime,Earthquakes,zero,dtw,18,90,1.0,0.4375,0.5625,0.725,0.275
InceptionTime,Earthquakes,zero,euclidean,18,90,1.0,0.4591194968553459,0.5408805031446541,0.7610062893081762,0.23899371069182385
InceptionTime,Earthquakes,mean,dtw,24,90,1.0,0.47023809523809523,0.5297619047619048,0.7916666666666666,0.20833333333333337
InceptionTime,Earthquakes,mean,euclidean,24,90,1.0,0.46060606060606063,0.5393939393939393,0.7818181818181819,0.21818181818181814
InceptionTime,Earthquakes,zero,dtw,24,90,1.0,0.47368421052631576,0.5263157894736843,0.7894736842105263,0.21052631578947367
InceptionTime,Earthquakes,zero,euclidean,24,90,1.0,0.47126436781609193,0.5287356321839081,0.7873563218390804,0.21264367816091956
InceptionTime,Earthquakes,mean,dtw,30,90,1.0,0.5209580838323353,0.47904191616766467,0.7604790419161677,0.23952095808383234
InceptionTime,Earthquakes,mean,euclidean,30,90,1.0,0.5126582278481012,0.4873417721518988,0.759493670886076,0.240506329113924
InceptionTime,Earthquakes,zero,dtw,30,90,1.0,0.5031446540880503,0.4968553459119497,0.779874213836478,0.22012578616352196
InceptionTime,Earthquakes,zero,euclidean,30,90,1.0,0.512987012987013,0.487012987012987,0.7727272727272727,0.2272727272727273
InceptionTime,Earthquakes,mean,dtw,36,90,1.0,0.4968944099378882,0.5031055900621118,0.7701863354037267,0.22981366459627328
InceptionTime,Earthquakes,mean,euclidean,36,90,1.0,0.5093167701863354,0.49068322981366463,0.8012422360248447,0.19875776397515532
InceptionTime,Earthquakes,zero,dtw,36,90,1.0,0.5063291139240507,0.49367088607594933,0.7911392405063291,0.2088607594936709
InceptionTime,Earthquakes,zero,euclidean,36,90,1.0,0.5123456790123457,0.48765432098765427,0.7716049382716049,0.22839506172839508
InceptionTime,Earthquakes,mean,dtw,42,90,1.0,0.5146198830409356,0.48538011695906436,0.7953216374269005,0.20467836257309946
InceptionTime,Earthquakes,mean,euclidean,42,90,1.0,0.5185185185185185,0.4814814814814815,0.8024691358024691,0.19753086419753085
InceptionTime,Earthquakes,zero,dtw,42,90,1.0,0.5176470588235295,0.48235294117647054,0.8,0.19999999999999996
InceptionTime,Earthquakes,zero,euclidean,42,90,1.0,0.5125,0.48750000000000004,0.8,0.19999999999999996
InceptionTime,Earthquakes,mean,dtw,48,90,1.0,0.4473684210526316,0.5526315789473684,0.7894736842105263,0.21052631578947367
InceptionTime,Earthquakes,mean,euclidean,48,90,1.0,0.43790849673202614,0.5620915032679739,0.7973856209150327,0.20261437908496727
InceptionTime,Earthquakes,zero,dtw,48,90,1.0,0.42857142857142855,0.5714285714285714,0.7987012987012987,0.2012987012987013
InceptionTime,Earthquakes,zero,euclidean,48,90,1.0,0.40384615384615385,0.5961538461538461,0.8076923076923077,0.1923076923076923
InceptionTime,Earthquakes,mean,dtw,54,90,1.0,0.4713375796178344,0.5286624203821656,0.821656050955414,0.17834394904458595
InceptionTime,Earthquakes,mean,euclidean,54,90,1.0,0.461038961038961,0.538961038961039,0.8051948051948052,0.19480519480519476
InceptionTime,Earthquakes,zero,dtw,54,90,1.0,0.45625,0.54375,0.79375,0.20625000000000004
InceptionTime,Earthquakes,zero,euclidean,54,90,1.0,0.4794520547945205,0.5205479452054795,0.8082191780821918,0.1917808219178082
InceptionTime,Earthquakes,mean,dtw,60,90,1.0,0.4276729559748428,0.5723270440251572,0.8238993710691824,0.17610062893081757
InceptionTime,Earthquakes,mean,euclidean,60,90,1.0,0.43137254901960786,0.5686274509803921,0.8104575163398693,0.1895424836601307
InceptionTime,Earthquakes,zero,dtw,60,90,1.0,0.4409937888198758,0.5590062111801242,0.8198757763975155,0.18012422360248448
InceptionTime,Earthquakes,zero,euclidean,60,90,1.0,0.43125,0.56875,0.825,0.17500000000000004
InceptionTime,Earthquakes,mean,dtw,66,90,1.0,0.4258064516129032,0.5741935483870968,0.8064516129032258,0.19354838709677424
InceptionTime,Earthquakes,mean,euclidean,66,90,1.0,0.4240506329113924,0.5759493670886076,0.8227848101265823,0.17721518987341767
InceptionTime,Earthquakes,zero,dtw,66,90,1.0,0.423841059602649,0.576158940397351,0.8079470198675497,0.1920529801324503
InceptionTime,Earthquakes,zero,euclidean,66,90,1.0,0.43137254901960786,0.5686274509803921,0.8169934640522876,0.18300653594771243
InceptionTime,Earthquakes,mean,dtw,6,90,1.0,0.4935897435897436,0.5064102564102564,0.7243589743589743,0.27564102564102566
InceptionTime,Earthquakes,mean,euclidean,6,90,1.0,0.5244755244755245,0.4755244755244755,0.7272727272727273,0.2727272727272727
InceptionTime,Earthquakes,zero,dtw,6,90,1.0,0.5096774193548387,0.4903225806451613,0.6967741935483871,0.3032258064516129
InceptionTime,Earthquakes,zero,euclidean,6,90,1.0,0.5182481751824818,0.4817518248175182,0.7007299270072993,0.2992700729927007
InceptionTime,Earthquakes,mean,dtw,72,90,1.0,0.474025974025974,0.525974025974026,0.8051948051948052,0.19480519480519476
InceptionTime,Earthquakes,mean,euclidean,72,90,1.0,0.4625,0.5375,0.8125,0.1875
InceptionTime,Earthquakes,zero,dtw,72,90,1.0,0.4779874213836478,0.5220125786163522,0.8176100628930818,0.1823899371069182
InceptionTime,Earthquakes,zero,euclidean,72,90,1.0,0.475,0.525,0.81875,0.18125000000000002
InceptionTime,Earthquakes,mean,dtw,78,90,1.0,0.40540540540540543,0.5945945945945945,0.831081081081081,0.16891891891891897
InceptionTime,Earthquakes,mean,euclidean,78,90,1.0,0.4266666666666667,0.5733333333333333,0.8333333333333334,0.16666666666666663
InceptionTime,Earthquakes,zero,dtw,78,90,1.0,0.4304635761589404,0.5695364238410596,0.8278145695364238,0.17218543046357615
InceptionTime,Earthquakes,zero,euclidean,78,90,1.0,0.42953020134228187,0.5704697986577181,0.825503355704698,0.17449664429530198
InceptionTime,Earthquakes,mean,dtw,84,90,1.0,0.5032679738562091,0.49673202614379086,0.8169934640522876,0.18300653594771243
InceptionTime,Earthquakes,mean,euclidean,84,90,1.0,0.4897959183673469,0.5102040816326531,0.8367346938775511,0.16326530612244894
InceptionTime,Earthquakes,zero,dtw,84,90,1.0,0.5,0.5,0.8243243243243243,0.17567567567567566
InceptionTime,Earthquakes,zero,euclidean,84,90,1.0,0.5033557046979866,0.49664429530201337,0.8389261744966443,0.1610738255033557
InceptionTime,Earthquakes,mean,dtw,90,90,1.0,0.5106382978723404,0.4893617021276596,0.8439716312056738,0.15602836879432624
InceptionTime,Earthquakes,mean,euclidean,90,90,1.0,0.4859154929577465,0.5140845070422535,0.8450704225352113,0.15492957746478875
InceptionTime,Earthquakes,zero,dtw,90,90,1.0,0.5,0.5,0.8472222222222222,0.1527777777777778
InceptionTime,Earthquakes,zero,euclidean,90,90,1.0,0.5069444444444444,0.4930555555555556,0.8541666666666666,0.14583333333333337
InceptionTime,Earthquakes,mean,dtw,96,90,1.0,0.4931506849315068,0.5068493150684932,0.8561643835616438,0.14383561643835618
InceptionTime,Earthquakes,mean,euclidean,96,90,1.0,0.49295774647887325,0.5070422535211268,0.8450704225352113,0.15492957746478875
InceptionTime,Earthquakes,zero,dtw,96,90,1.0,0.4794520547945205,0.5205479452054795,0.8356164383561644,0.1643835616438356
InceptionTime,Earthquakes,zero,euclidean,96,90,1.0,0.4864864864864865,0.5135135135135135,0.8445945945945946,0.15540540540540537
InceptionTime,OSULeaf,mean,dtw,100,90,1.0,0.5427631578947368,0.45723684210526316,0.5164473684210527,0.48355263157894735
InceptionTime,OSULeaf,mean,euclidean,100,90,1.0,0.5480769230769231,0.45192307692307687,0.5256410256410257,0.47435897435897434
InceptionTime,OSULeaf,zero,dtw,100,90,1.0,0.5517241379310345,0.4482758620689655,0.5078369905956113,0.49216300940438873
InceptionTime,OSULeaf,zero,euclidean,100,90,1.0,0.5353846153846153,0.46461538461538465,0.5138461538461538,0.48615384615384616
InceptionTime,OSULeaf,mean,dtw,105,90,1.0,0.5521472392638037,0.4478527607361963,0.5306748466257669,0.4693251533742331
InceptionTime,OSULeaf,mean,euclidean,105,90,1.0,0.5555555555555556,0.4444444444444444,0.5301587301587302,0.46984126984126984
InceptionTime,OSULeaf,zero,dtw,105,90,1.0,0.5617283950617284,0.43827160493827155,0.5370370370370371,0.4629629629629629
InceptionTime,OSULeaf,zero,euclidean,105,90,1.0,0.546031746031746,0.453968253968254,0.5301587301587302,0.46984126984126984
InceptionTime,OSULeaf,mean,dtw,10,90,1.0,0.7922437673130194,0.20775623268698062,0.5069252077562327,0.49307479224376727
InceptionTime,OSULeaf,mean,euclidean,10,90,1.0,0.8123324396782842,0.18766756032171583,0.49865951742627346,0.5013404825737265
InceptionTime,OSULeaf,zero,dtw,10,90,1.0,0.7640750670241286,0.23592493297587136,0.4745308310991957,0.5254691689008043
InceptionTime,OSULeaf,zero,euclidean,10,90,1.0,0.7958115183246073,0.20418848167539272,0.5026178010471204,0.4973821989528796
InceptionTime,OSULeaf,mean,dtw,15,90,1.0,0.8095238095238095,0.19047619047619047,0.49404761904761907,0.5059523809523809
InceptionTime,OSULeaf,mean,euclidean,15,90,1.0,0.8140161725067385,0.18598382749326148,0.4716981132075472,0.5283018867924528
InceptionTime,OSULeaf,zero,dtw,15,90,1.0,0.8398876404494382,0.1601123595505618,0.5168539325842697,0.4831460674157303
InceptionTime,OSULeaf,zero,euclidean,15,90,1.0,0.8163841807909604,0.18361581920903958,0.4887005649717514,0.5112994350282486
InceptionTime,OSULeaf,mean,dtw,20,90,1.0,0.773371104815864,0.22662889518413598,0.5184135977337111,0.4815864022662889
